Товар,Код товара,Цена
"Вино Золотой кувшин Киндзмараули кр.п/сл 0,7л ст/б СВВЗ Кыргызстан 12",Ц0154646,236.12
"Вино Золотой кувшин Саперави кр.п/сух 0,7л ст/б СВВЗ Кыргызстан 12",Ц0154647,200.89
"Вино Золотой кувшин Цинандали бел.сух 0,7л ст/б СВВЗ Кыргызстан 12",Ц0154648,236.46
"Вино игристое Atalyk Asti сл 0,75л ст/б ШВК Кыргызстан 9",Ц0134582,382.44
"Вино игристое Chandon Garden Sprit 0,75л ст/б Аргентина 6",Ц0180447,2214.17
"Вино игристое Lambrusco Rosso п/сл крас 0,75л ст/б Италия 6",Ц0133454,432.05
"Вино игристое Lavetti Crema di Vanilla сл 0,75л ст/б Россия 6",Ц0172818,419.27
"Вино игристое Lavetti Isabella п/сл 0,75л ст/б Россия 6",Ц0172819,392.96
"Вино игристое Martini Prosecco Sparkling 0,75л Bacardi Martini Италия 6",Ц0122587,1352.41
"Вино игристое Mionetto Prosecco Brut бел 0,75л ст/б Mionetto Prosecco Италия 6",Ц0176522,905.09
"Вино игристое Perle брют бел 0,25 ж/б Россия 12",Ц0172821,198.17
"Вино игристое Perle п/сл бел 0,25 ж/б Россия 12",Ц0172822,211.53
"Вино игристое Perle п/сл роз 0,25 ж/б Россия 12",Ц0172823,211.22
"Вино игристое Santo Stefano бел п/сух 0,75л ст/б Россия 12",Ц0172295,404.07
"Вино игристое Santo Stefano Римские каникулы бел п/сл 0,75л ст/б Россия 12",Ц0157162,455.01
"Вино игристое Santo Stefano роз. п/сл 0,75л ст/б Россия 12",Ц0160822,459.21
"Вино игристое Santo Stefano Сицил. свадьба бел. п/сл 0,75л ст/б Россия 12",Ц0160821,463.55
"Вино игристое St. Milano Moscato 0,75л ст/б Россия 12 НГ21",Ц0168217,347.32
"Вино Изабелла кр.п/сл. 0,70л ст/б СоюзВино Россия 6",Ц0175106,325.82
"Вино Кагор кр.сл 0,75л ст/б Кыргыз Шампаны Кыргызстан 12",Ц0151237,190.89
"Вино Кагор красн. ликерное 0,75л ст/б Винодел Кыргызстан 12",Ц0178039,183.17
"Вино Кагор Черная пантера кр сл 0,7л ст/б Алтыншампаны Кыргызстан 12",Ц0146178,210.45
"Вино Лимонка бел. п/слад. 0,48л ст/б Винодел Кыргызстан 12",Ц0178042,133.99
"Вино Мадера Массандра ликерн выдерж. бел. 0,75л ст/б Россия 12",Ц0165797,575.39
"Вино Массандра Кокур десертный Сурож ликерн выдерж. бел. 0,75л ст/б Россия 12",Ц0165796,587.02
"Вино Массандра Портвейн белый Крымский ликерн выдерж. 0,75л ст/б Россия 12",Ц0165798,504
"Вино Массандра Портвейн красный Крымский ликерн выдерж. 0,75л ст/б Россия 12",Ц0165799,587.1
"Вино Мускат Массандра черный ликерн кр. 0,75л ст/б Массандра Россия 12",Ц0165795,585.93
"Вино Херес Массандра ликерн выдерж. бел. 0,75л ст/б Россия 12",Ц0165800,575.39
"Вино Черные глаза Кагор кр. п/дес 0,75 п/б ШВК Кыргызстан 12",Ц0102746,263.56
"Вино Aetos Cabernet Red кр/сух 0,75л ст/б Чили 6",Ц0181646,660.38
"Вино Aetos Chardonnay White бел/сух 0,75л ст/б Чили 6",Ц0181647,658.54
"Вино Andes Chardonnay бел.сух 12,5% 0,75л ст/б Peter Mertes Чили 6",Ц0121509,631.74
"Вино Arnozan Bordeaux бел сух 0,75л ст/б Франция 6 GL",Ц0129243,761.85
"Вино Arnozan Bordeaux superieur кр сух 0,75л ст/б Франция 6 GL",Ц0129241,737.75
"Вино Asti Martini 0,75л ст/б Bacardi Martini Италия 6",Ц0109559,1117.44
"Вино Asti Martini Spumante под.уп. 0,75л ст/б Bacardi Martini Италия 4",Ц0151886,1223.8
"Вино Atalyk Виноградники бел п/сл выдерж 0,75л ст/б ШВК Кыргызстан 12 GL",Ц0129722,237.49
"Вино Atalyk выдержанное п/сл кр.0,75л ст/б ШВК Кыргызстан 12",Ц0126169,240.66
"Вино Atalyk Марочное п/сух.бел.0,75л ст/б ШВК Кыргызстан 12",Ц0126170,232.3
"Вино Atalyk Марочное п/сух.кр.0,75л ст/б ШВК Кыргызстан 12",Ц0126168,226.27
"Вино Atalyk Марочное сух.бел.0,75л ст/б ШВК Кыргызстан 12",Ц0126171,222.2
"Вино Atalyk Марочное сух.кр.0,75л ст/б ШВК Кыргызстан 12",Ц0126167,234.06
"Вино Atalyk Limited Series кр.п/слад 0,7л ст/б ШВК Кыргызстан 12",Ц0180915,282.31
"Вино B&G Cuvée Spéciale п/сух бел 0,75л ст/б B&G Франция 6",Ц0132450,627.51
"Вино B&G Cuvée Spéciale сух кр 0,75л ст/б B&G Франция 6",Ц0132451,668.12
"Вино B&G French Tom Bordeaux Réserve сух кр 0,75л ст/б B&G Франция 6 GL",Ц0132498,1898.48
"Вино B&G Partager п/сух бел 0,75л ст/б B&G Франция 6",Ц0132452,667.73
"Вино B&G Partager п/сух кр 0,75л ст/б B&G Франция 6",Ц0132453,652.88
"Вино B&G Passeport Bordeaux Blanc сух бел 0,75л ст/б B&G Франция 6 GL",Ц0132494,1356.02
"Вино B&G Passeport Bordeaux Rouge сух кр 0,75л ст/б B&G Франция 6",Ц0132446,1380.53
"Вино B&G Passeport Medoc сух кр 0,75л ст/б B&G Франция 6 GL",Ц0132495,1453.34
"Вино B&G Réserve Cabernet Sauvignon сух кр 0,75л ст/б B&G Франция 6",Ц0132447,861.35
"Вино B&G Réserve Chardonnay сух бел 0,75л ст/б B&G Франция 6 GL",Ц0132497,900.37
"Вино B&G Réserve Merlot сух кр 0,75л ст/б B&G Франция 6",Ц0132448,861.54
"Вино B&G Thomas Barton Réserve Bordeaux сух кр 0,75л ст/б B&G Франция 6",Ц0132454,1468.66
"Вино B&G Thomas Barton Réserve Saint Emilion сух кр 0,75л ст/б B&G Франция 6",Ц0132503,2328.54
"Вино Bolgrad Bon Coupage бел. п/сл 0,75л ст/б Украина 12",Ц0165749,327.77
"Вино Bolgrad Cabernet GY кр. сух 0,75л ст/б Украина 12",Ц0165757,466.94
"Вино Bolgrad Chateau De Vin бел. п/сл 0,75л ст/б Украина 12",Ц0165750,297.59
"Вино Bolgrad Chateau De Vin бел. п/сл 1,5л ст/б",Ц0165752,580.54
"Вино Bolgrad Chateau De Vin кр. п/сл 0,75л ст/б Украина 12",Ц0165751,352.3
"Вино Bolgrad Chateau De Vin кр. п/сл 1,5л ст/б",Ц0165753,533.73
"Вино Bolgrad Fiore Rosso GY кр. п/сл 0,75л ст/б Украина 12",Ц0165756,457.03
"Вино Bolgrad Pinot Grigio GY бел. п/сл 0,75л ст/б Украина 12",Ц0165754,408.88
"Вино Bolgrad Rose GY роз. п/сл 0,75л ст/б Украина 12",Ц0165755,392.46
"Вино Cabernet D'Anjou Chateau Des Cosse роз. п/сл. 0,75л ст/б Франция 6",Ц0159409,735.73
"Вино Canti Chardonnay Bianco бел/сух 0,75л ст/б Италия 6",Ц0181648,436.66
"Вино Canti Merlo Rosato роз/сух 0,75л ст/б Италия 6",Ц0181649,425.9
"Вино Canti Rosso кр.сух. 0,7л ст/б Италия 6",Ц0155840,326.9
"Вино Chandon Brut игристое 0,75л ст/б Аргентина 6",Ц0173788,1795.14
"Вино Chandon Rose игристое 0,75л ст/б Аргентина 6",Ц0173789,1577.32
"Вино Chateau De Laborde кр.сух 0,75л ст/б Франция 6 GL",Ц0148267,711.11
"Вино Chateau Haut Mirambet Bordeaux кр/сух 0,75л ст/б Франция 6",Ц0180578,711.11
"Вино Chateau Troussas Medoc Cru Bourgeois сух кр 0,75л ст/б Франция 6",Ц0153521,1269.17
"Вино Chille Orange Carmener Grand п/сл кр 0,75л ст/б Чилли Россия 9",Ц0133665,431.09
"Вино Chille Orange Chardonnay п/сл бел 0,75л ст/б Чилли Россия 9",Ц0133666,397.61
"Вино Chille Orange Sauvignon Blan сух бел 0,75л ст/б Чилли Россия 9",Ц0133668,399.74
"Вино Domaine Du Pre Clos роз.п/сл 0,75л ст/б Франция 6 GL",Ц0148266,683.47
"Вино Don Leon кр. п/сл 0,75л ст/б Issidro Milagro Испания 12",Ц0165804,283.02
"Вино Don Simon Sangria кр/сл 0,75л ст/б Garcia Carrion Испания 12",Ц0170044,299.6
"Вино El Chivo Merlot кр. сух 0,7л ст/б Франция 6",Ц0162200,423.56
"Вино El Chivo Sauvignon бел. сух 0,7л ст/б Франция 6",Ц0162201,428.3
"Вино El mar бел. п/сл. 0,7л ст/б СТМ",Ц0169236,248.09
"Вино El Tentador Airen п/сух бел 0,75л ст/б Испания 6",Ц0133452,488.42
"Вино El Tentador Blanco п/сл бел 0,75л ст/б Испания 6",Ц0133450,488.37
"Вино El Tentador Tempranillo п/сух кр 0,75л ст/б Испания 6",Ц0133451,481.89
"Вино El Tentador Tinto п/сл кр 0,75л ст/б Испания 6",Ц0133449,484.84
"Вино Flamingo бел п/сух 0,7л ст/б",Ц0156158,236.84
"Вино Flamingo крас п/сл 0,7л ст/б",Ц0156156,232.65
"Вино Flamingo роз п/слад 0,7л ст/б",Ц0156157,198.19
Вино Francois Dulac кр. п/слад 1л ст/б Франция 6,Ц0180758,773.42
Вино Francois Dulac роз/сух 1л ст/б Франция 6,Ц0180757,773.49
"Вино Fuego Garnacha кр. п/сл 0,75л ст/б Испания 6 GL",Ц0146407,543.44
"Вино Fuego Moscatel бел. п/сл 0,75л ст/б Испания 6",Ц0146405,538.18
"Вино Fuego Tempranillo кр. сух 0,75л ст/б Испания 6",Ц0146406,543.44
"Вино Inspiro Viorica бел. п/сух 0,75л ст/б Молдова 6",Ц0165407,447.13
"Вино J.P. Chenet Blanc De Blanc бел.сух 0,75л ст/б Chenet Франция 9",Ц0110032,553.38
"Вино J.P. Chenet Cabernet – Syrah кр.сух 0,75л ст/б Франция 9",012990,543.01
"Вино J.P. Chenet Medium Sweet бел. п/слад. 0,75л ст/б Франция 6",Ц0176497,542.58
"Вино J.P. Chenet Medium Sweet кр.п/сл 0,75л ст/б Франция 9",012991,543.86
"Вино J.P.Chenet Fashion Litchi игристое бел. п/слад 0,75л ст/б Франция 6",Ц0180964,661.73
"Вино J.P.Chenet Merlot кр.сух.0,75л ст/б Chenet Франция 6",Ц0119843,594.17
"Вино J.P.Chenet Merlot Rose роз. сух.0,75л ст/б Chenet Франция 6",Ц0155263,594.17
Вино Jacob's Creek Chardonnay бел.сух.750мл ст/б GDG Австралия 6,Ц0123150,776.46
"Вино Jacob's Creek Classic Sauvignon Blanc бел. сух. 0,75л ст/б Австралия 6",Ц0154884,776.46
"Вино Jacob's Creek Classic Shiraz Cabernet кр. сух. 0,75л ст/б Австралия 6",Ц0154885,776.46
"Вино Kartuli Vazi Алазанская Долина бел. п/сл. 0,75л ст/б Грузия 6",Ц0169166,500.58
"Вино Kartuli Vazi Мерани бел. п/сух. 0,75л ст/б Грузия 6 НГ",Ц0173221,498.18
"Вино La Sera бел. п/сл. 0,7л ст/б СТМ",Ц0169238,309.96
"Вино Liebfraumilch Johannes Egberts бел. п/сл. 0,75л ст/б Германия 6",Ц0165260,606.39
"Вино Marani Алазанская долина бел. п/сл 0,75л ст/б Marani Грузия",Ц0118149,627.59
"Вино Marani Алазанская долина кр. п/сл 0,75л ст/б Marani Грузия",Ц0118150,555.35
"Вино Marani Ахашени кр. п/сл 0,75л ст/б Marani Грузия",Ц0118151,832.36
"Вино Marani Гемиери бел.п/сух. 0,75л ст/б Marani Грузия 6",Ц0175100,852.62
"Вино Marani Кварели кр.сух. 0,75л ст/б Marani Грузия",Ц0123228,961.6
"Вино Marani Киндзмараули кр. п/сл 0,75л ст/б Marani Грузия",Ц0118152,704.55
"Вино Marani Мукузани кр. сух 0,75л ст/б Marani Грузия",Ц0118153,984.55
"Вино Marani Пиросмани кр.п/сух.0,75л ст/б Marani Грузия",Ц0157740,629.43
"Вино Marani Саперави кр. 0,75л ст/б Marani Грузия",Ц0123230,580.77
"Вино Marani Тбилисури бел.п/сух. 0,75л ст/б Marani Грузия",Ц0123231,629.43
"Вино Marani Твиши бел.п/сл. 0,75л ст/б Marani Грузия",Ц0123232,962.92
"Вино Marani Телавури кр.п/сух.0,75л ст/б Marani Грузия",Ц0150444,512.48
"Вино Marani Хванчкара кр. п/сл 0,75л ст/б Marani Грузия",Ц0118154,1480.71
"Вино Marani Цинандали бел. сух. 0,75л ст/б Marani Грузия",Ц0118155,600.95
"Вино Matua Sauvignon Blanc Marlborough бел/сух 0,75л ст/б Новая Зеландия 6",Ц0180448,1150.82
"Вино MichelSchneider Gewürztraminer Lieblich бел п/сл 0,75л ст/б Германия 6 GL",Ц0129112,832.36
"Вино Mission St Vincent Bordeaux бел п/сл 0,75л ст/б Франция 6 GL",Ц0129247,679.58
"Вино Mission St Vincent Bordeaux бел сух 0,75л ст/б Франция 6 GL",Ц0129246,679.77
"Вино Monte Garoa Vino Bianco бел. п/слад 0,75л ст/б Garcia Carrion Испания 12",Ц0156173,419.57
"Вино Monte Garoa Vino Bianco бел. сух. 0,75л ст/б Garcia Carrion Испания 12",Ц0156174,421
"Вино Monte Garoa Vino Tinto кр. сух 0,75л ст/б Garcia Carrion Испания 12",Ц0156172,380.47
"Вино Montmeyrac сух кр. 0,75л ст/б Франция 6 GL",Ц0137572,453.85
"Вино Montmeyrac Blanc Sec сух бел 0,75л ст/б Франция 6 GL",Ц0137570,444.67
"Вино Montmeyrac Rouge Semi-Swett кр. п/сл 0,75л ст/б Франция 6 GL",Ц0137571,466.91
"Вино Montmeyrac Sec бел. п/сл 0,75л ст/б Франция 6",Ц0137569,461.35
"Вино Muscat бел. п/сл. 0,7л ст/б Союз-Вино Россия 6",Ц0159457,328.24
"Вино Nau Mai Sauvignon Blanc бел/сух 0,75л ст/б Новая Зеландия 6",Ц0181645,964.78
"Вино Paliani Marani Алазанская долина кр. п/сл. 0,75л ст/б Грузия 6",Ц0168112,340.65
"Вино Paliani Marani Киндзмараули кр. п/сл. 0,75л ст/б Грузия 6",Ц0168111,446.78
"Вино Pata Negra Valdepena Crianza кр/сух 0,75л ст/б Garcia Carrion Испания 6",Ц0158843,596.85
